Moleculas_Produto (Y),Matched_Price_File_Produto (X),Assigned_Price (Z),Similarity_Score,Price_Source_File
CARVEDILOL 25MG C/30 COMP ZYD,CARVEDILOL 25MG COMP 2 BL X 15,"R$ 6,49",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
"CARVEDILOL 6,25MG C/30 COMP TOR","CARVEDILOL 6,25MG COMP 2 BL X 15","R$ 3,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
CETOCONAZOL 200MG C/30 COMP TEU,CETOCONAZOL 200 MG COMP 2 BL X 15,"R$ 9,39",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
CL. CICLOBENZAPRINA   5MG C/30 COMP GLB,CICLOBENZAPRINA 5MG 1BLX30 COMP REV,"R$ 2,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
CL. CICLOBENZAPRINA  10MG C/15 COMP PRATI,CICLOBENZAPRINA 10MG 1BLX15 COMP REV,"R$ 2,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
CL. CICLOBENZAPRINA  10MG C/30 COMP GLB,CICLOBENZAPRINA 10MG 2BLX15 COMP REV,"R$ 3,09",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
CL. FEXOFENADINA  60MG C/10 COMP CIMED,CL FEXOFENADINA 60 MG 1 BL X 10 CPRV,"R$ 10,19",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
CL. FEXOFENADINA 120MG C/10 COMP CIMED,CL FEXOFENADINA 120 MG 1 BL X 10 CPRV,"R$ 6,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
CL. FEXOFENADINA 180MG C/10 COMP RAN,CL FEXOFENADINA 180 MG 1 BL X 10 CPRV,"R$ 7,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
CL. SERTRALINA 100MG C/30COMP EURO,CLOR SERTRALINA 100MG COMP REV 1BLX30,"R$ 10,29",97.06% (AI + Fuzzy),Tabela  Preços.xlsx
"DICLOF. DIETILAMONIO 11,6MG 60G GEL TEU","DICLOF DIETILAMONIO 11,6 MG/G GEL BG 60G","R$ 4,79",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
DICLOF. POTASSIO 50MG C/20 COMP TEU,DICLOF POTASSICO 50MG COMP REV 1 BL X 20,"R$ 2,09",92.75% (AI + Fuzzy),Tabela  Preços.xlsx
DIPIRONA 1G C/10 COMP NEO,DIPIRONA 1G COMP 1BL X 10,"R$ 3,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
DOMPERIDONA 10MG C/30 COMP EMS,DOMPERIDONA 10MG COMP 1 BL X 30,"R$ 2,49",96.55% (AI + Fuzzy),Tabela  Preços.xlsx
DOMPERIDONA 10MG C/60 COMP RBX,DOMPERIDONA 10MG COMP 2 BL X 30,"R$ 3,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
FLUCONAZOL 150 MG 1 CAPS EMS,FLUCONAZOL 150MG CAP 1 BL X 1,"R$ 1,39",92.86% (AI + Fuzzy),Tabela  Preços.xlsx
FLUCONAZOL 150 MG 2 COMP TEU,FLUCONAZOL 150MG CAP 1 BL X 2,"R$ 1,59",92.86% (AI + Fuzzy),Tabela  Preços.xlsx
FUROSEMIDA 40MG C/20 COMP CIMED,FUROSEMIDA 40MG COMP 1BL X 20,"R$ 2,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
GABAPENTINA 300 MG 30 CAPS BIO,GABAPENTINA 300MG CAPS 3 BL X 10,"R$ 12,89",90.00% (AI + Fuzzy),Tabela  Preços.xlsx
GLIMEPIRIDA 2 MG 30 COMP LEGRAND,GLIMEPIRIDA 2 MG COMP 1 BL X 30,"R$ 2,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
GLIMEPIRIDA 4MG C/30 COMP TEU,GLIMEPIRIDA 4 MG COMP 1 BL X 30,"R$ 3,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
HIDROCLOROTIAZIDA 25MG C/30 COMP NEO,HIDROCLOROTIAZIDA 25MG COMP 1 BL X 30,"R$ 1,19",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
LEVOFLOXACINO 500 MG 10 COMP EMS,LEVOFLOXACINO 500MG COMP REV 1 BL X 10,"R$ 9,49",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
"LEVONORGESTREL 1,5MG C/1 COMP CIMED","LEVONORGESTREL 1,5 MG COMP 1 BL X 1","R$ 1,99",90.91% (AI + Fuzzy),Tabela  Preços.xlsx
LORATADINA 10 MG 12 COMP SAND,LORATADINA 10 MG COMP 1 BL X 12,"R$ 1,49",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
MAL.DEXCLORF 2MG C/20 COMP NEO,MAL DEXCLORF 2MG COMP REV 1BL X 20,"R$ 2,19",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
MELOXICAM 15 MG 10 COMP BIO,MELOXICAM 15MG COMP 1 BL X 10,"R$ 2,49",90.91% (AI + Fuzzy),Tabela  Preços.xlsx
MONTELUCASTE SODIO  5MG C/30 COMP MAST BIO,MONTELUCASTE 5MG COMP MAST 2BLX15,"R$ 11,09",91.43% (AI + Fuzzy),Tabela  Preços.xlsx
NIMESULIDA 100 MG 12 COMP,NIMESULIDA 100 MG COMP 1 BL X 12,"R$ 1,49",92.59% (AI + Fuzzy),Tabela  Preços.xlsx
NIMESULIDA 50MG GTS 15ML VITA,NIMESULIDA 50 MG/ML SUS OR FR 15 ML,"R$ 2,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
NORFLOXACINO 400MG C/14 COMP TEU,NORFLOXACINO 400MG COMP REV 1 BL X 14,"R$ 6,69",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
OMEPRAZOL 20MG 28 CAPS EMS,OMEPRAZOL 20MG X 28 CAPS,"R$ 2,89",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
OMEPRAZOL 20MG C/56CP GLB,OMEPRAZOL 20MG X 56 CAPS,"R$ 3,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
PANTOPRAZOL 20MG C/28 COMP NOVA,PANTOPRAZOL 20MG COMP REV 1BL X 28,"R$ 3,49",96.67% (AI + Fuzzy),Tabela  Preços.xlsx
PARACETAMOL 200MG GTS 15ML GEO,PARACETAMOL 200 MG/ML SOL OR FR 15 ML,"R$ 2,49",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
RIVAROXABANA  10MG C/30 COMP EMS,RIVAROXABANA 10 MG COMP REV 1BL X 30,"R$ 8,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
RIVAROXABANA  20MG C/30 COMP EMS,RIVAROXABANA 20 MG COMP REV 1BL X 30,"R$ 11,49",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
RIVAROXABANA  15MG C/30 COMP EMS,RIVAROXABANA 15 MG COMP REV 1BL X 30,"R$ 9,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
ROSUVASTATINA 20MG C/30 COMP TEUTO,ROSUVASTATINA CALCICA 20MG CP REV 2BLX15,"R$ 8,99",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
SIMETICONA 75MG GTS 15ML TEU,SIMETICONA 75MG/ML EMU OR FR 15ML,"R$ 2,29",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
SINVASTATINA 20 MG 30 COMP BIO,SINVASTATINA 20MG COMP REV 1 BL X 30,"R$ 2,79",90.32% (AI + Fuzzy),Tabela  Preços.xlsx
SINVASTATINA 40MG C/30 COMP SDZ,SINVASTATINA 40MG COMP REV 2BL X 15,"R$ 4,99",95.08% (AI + Fuzzy),Tabela  Preços.xlsx
TADALAFILA 20MG C/4 COMP. BIOSIN,TADALAFILA 20MG 1 BL X 4 COMP,"R$ 2,49",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
TADALAFILA 5MG 30CPD SDZ,TADALAFILA 5MG COMP REV 1 BL X 30,"R$ 4,89",100.00% (AI + Fuzzy),Tabela  Preços.xlsx
